,n_steps
2118,13.0
2119,13.0
2120,12.0
2121,7.0
2122,8.0
2123,9.0
2124,13.0
2125,14.0
2126,13.0
2127,7.0
2128,13.0
2129,7.0
2130,8.0
2131,12.0
2132,11.0
2133,10.0
2134,18.0
2135,5.0
2136,12.0
2137,11.0
2138,8.0
2139,19.0
2140,10.0
2141,10.0
2142,6.0
2143,7.0
2144,2.0
2145,7.0
2146,6.0
2147,9.0
2148,10.0
2149,13.0
2150,3.0
2151,7.0
2152,15.0
2153,12.0
2154,16.0
2155,9.0
2156,10.0
2157,4.0
2158,4.0
2159,4.0
2160,6.0
2161,16.0
2162,14.0
2163,13.0
2164,7.0
2165,10.0
2166,9.0
2167,5.0
2168,11.0
2169,9.0
2170,12.0
2171,10.0
2172,14.0
2173,13.0
2174,5.0
2175,5.0
2176,2.0
2177,12.0
2178,2.0
2179,7.0
2180,12.0
2181,10.0
2182,12.0
2183,8.0
2184,12.0
2185,12.0
2186,15.0
2187,8.0
2188,8.0
2189,6.0
2190,6.0
2191,8.0
2192,5.0
2193,5.0
2194,12.0
2195,6.0
2196,3.0
2197,5.0
2198,19.0
2199,7.0
2200,12.0
2201,11.0
2202,13.0
2203,7.0
2204,20.0
2205,4.0
2206,8.0
2207,10.0
2208,9.0
2209,9.0
2210,7.0
2211,10.0
2212,16.0
2213,8.0
2214,15.0
2215,11.0
2216,7.0
2217,9.0
2218,3.0
2219,8.0
2220,10.0
2221,4.0
2222,10.0
2223,3.0
2224,5.0
2225,10.0
2226,28.0
2227,15.0
2228,12.0
2229,12.0
2230,11.0
2231,12.0
2232,12.0
2233,4.0
2234,18.0
2235,10.0
2236,12.0
2237,2.0
2238,3.0
2239,11.0
2240,10.0
2241,9.0
2242,27.0
2243,16.0
2244,10.0
2245,3.0
2246,10.0
2247,10.0
2248,4.0
2249,11.0
2250,5.0
2251,3.0
2252,21.0
2253,6.0
2254,2.0
2255,10.0
2256,14.0
2257,9.0
2258,12.0
2259,14.0
2260,7.0
2261,7.0
2262,7.0
2263,16.0
2264,32.0
2265,18.0
2266,3.0
2267,2.0
2268,13.0
2269,15.0
2270,4.0
2271,7.0
2272,7.0
2273,14.0
2274,11.0
2275,18.0
2276,5.0
2277,11.0
2278,8.0
2279,9.0
2280,7.0
2281,4.0
2282,4.0
2283,15.0
2284,7.0
2285,10.0
2286,12.0
2287,14.0
2288,6.0
2289,3.0
2290,9.0
2291,10.0
2292,5.0
2293,5.0
2294,12.0
2295,9.0
2296,10.0
2297,8.0
2298,10.0
2299,17.0
2300,10.0
2301,8.0
2302,7.0
2303,5.0
2304,8.0
2305,9.0
2306,5.0
2307,12.0
2308,3.0
2309,9.0
2310,2.0
2311,7.0
2312,7.0
2313,6.0
2314,7.0
2315,5.0
2316,7.0
2317,10.0
2318,5.0
2319,3.0
2320,5.0
2321,13.0
2322,6.0
2323,11.0
2324,9.0
2325,21.0
2326,2.0
2327,15.0
2328,8.0
2329,6.0
2330,10.0
2331,18.0
2332,8.0
2333,6.0
2334,14.0
2335,8.0
2336,7.0
2337,6.0
2338,16.0
2339,6.0
2340,14.0
2341,4.0
2342,7.0
2343,9.0
2344,8.0
2345,11.0
2346,10.0
2347,7.0
2348,16.0
2349,6.0
2350,3.0
2351,9.0
2352,3.0
2353,7.0
2354,9.0
2355,2.0
2356,19.0
2357,13.0
2358,18.0
2359,12.0
2360,11.0
2361,5.0
2362,21.0
2363,2.0
2364,15.0
2365,7.0
2366,10.0
2367,15.0
2368,11.0
2369,24.0
2370,15.0
2371,15.0
2372,7.0
2373,9.0
2374,5.0
2375,10.0
2376,10.0
2377,11.0
2378,2.0
2379,4.0
2380,12.0
2381,11.0
2382,8.0
2383,2.0
2384,5.0
2385,7.0
2386,13.0
2387,2.0
2388,8.0
2389,2.0
2390,6.0
2391,7.0
2392,8.0
2393,6.0
2394,10.0
2395,6.0
2396,12.0
2397,4.0
2398,8.0
2399,12.0
2400,7.0
2401,7.0
2402,14.0
2403,7.0
2404,7.0
2405,18.0
2406,10.0
2407,7.0
2408,17.0
2409,11.0
2410,21.0
2411,4.0
2412,15.0
2413,10.0
2414,9.0
2415,18.0
2416,8.0
2417,10.0
2418,4.0
2419,26.0
2420,10.0
2421,13.0
2422,6.0
2423,5.0
2424,12.0
2425,6.0
2426,3.0
2427,3.0
2428,5.0
2429,12.0
2430,3.0
2431,11.0
2432,12.0
2433,12.0
2434,7.0
2435,11.0
2436,7.0
2437,8.0
2438,8.0
2439,14.0
2440,24.0
2441,19.0
2442,7.0
2443,8.0
2444,10.0
2445,6.0
2446,1.0
2447,6.0
2448,3.0
2449,2.0
2450,5.0
2451,8.0
2452,8.0
2453,9.0
2454,11.0
2455,6.0
2456,7.0
2457,10.0
2458,6.0
2459,12.0
2460,7.0
2461,8.0
2462,7.0
2463,9.0
2464,8.0
2465,13.0
2466,14.0
2467,9.0
2468,11.0
2469,16.0
2470,17.0
2471,4.0
2472,16.0
2473,5.0
2474,8.0
2475,22.0
2476,6.0
2477,11.0
2478,13.0
2479,11.0
2480,17.0
2481,12.0
2482,7.0
2483,13.0
2484,4.0
2485,22.0
2486,19.0
2487,3.0
2488,3.0
2489,9.0
2490,5.0
2491,12.0
2492,10.0
2493,5.0
2494,8.0
2495,9.0
2496,6.0
2497,10.0
2498,7.0
2499,6.0
2500,9.0
2501,6.0
2502,4.0
2503,3.0
2504,7.0
2505,12.0
2506,11.0
2507,10.0
2508,7.0
2509,18.0
2510,7.0
2511,5.0
2512,3.0
2513,23.0
2514,7.0
2515,4.0
2516,3.0
2517,10.0
2518,5.0
2519,4.0
2520,14.0
2521,8.0
2522,2.0
2523,7.0
2524,7.0
2525,9.0
2526,7.0
2527,11.0
2528,3.0
2529,13.0
2530,16.0
2531,5.0
2532,7.0
2533,6.0
2534,3.0
2535,8.0
2536,9.0
2537,11.0
2538,20.0
2539,11.0
2540,15.0
2541,4.0
2542,4.0
2543,4.0
2544,11.0
2545,3.0
2546,6.0
2547,7.0
2548,15.0
2549,3.0
2550,20.0
2551,9.0
2552,3.0
2553,11.0
2554,10.0
2555,9.0
2556,4.0
2557,2.0
2558,9.0
2559,3.0
2560,4.0
2561,3.0
2562,4.0
2563,4.0
2564,10.0
2565,21.0
2566,8.0
2567,9.0
2568,3.0
2569,17.0
2570,8.0
2571,10.0
2572,12.0
2573,12.0
2574,7.0
2575,12.0
2576,20.0
2577,13.0
2578,5.0
2579,7.0
2580,11.0
2581,30.0
2582,23.0
2583,4.0
2584,9.0
2585,10.0
2586,19.0
2587,13.0
2588,9.0
2589,6.0
2590,9.0
2591,7.0
2592,11.0
2593,10.0
2594,16.0
2595,10.0
2596,7.0
2597,22.0
2598,5.0
2599,9.0
2600,5.0
2601,17.0
2602,22.0
2603,20.0
2604,2.0
2605,9.0
2606,10.0
2607,4.0
2608,8.0
2609,12.0
2610,20.0
2611,6.0
2612,4.0
2613,20.0
2614,14.0
2615,7.0
2616,5.0
2617,18.0
2618,4.0
2619,3.0
2620,12.0
2621,36.0
2622,14.0
2623,12.0
2624,5.0
2625,16.0
2626,13.0
2627,17.0
2628,11.0
2629,6.0
2630,5.0
2631,15.0
2632,34.0
2633,16.0
2634,8.0
2635,12.0
2636,19.0
2637,11.0
2638,13.0
2639,10.0
2640,19.0
2641,12.0
2642,6.0
2643,14.0
2644,18.0
2645,10.0
2646,8.0
2647,6.0
2648,13.0
2649,16.0
2650,6.0
2651,9.0
2652,19.0
2653,2.0
2654,8.0
2655,15.0
2656,10.0
2657,3.0
2658,8.0
2659,10.0
2660,20.0
2661,6.0
2662,7.0
2663,8.0
2664,8.0
2665,7.0
2666,7.0
2667,7.0
2668,10.0
2669,5.0
2670,15.0
2671,11.0
2672,13.0
2673,21.0
2674,17.0
2675,4.0
2676,15.0
2677,24.0
2678,19.0
2679,6.0
2680,19.0
2681,12.0
2682,7.0
2683,4.0
2684,7.0
2685,14.0
2686,12.0
2687,12.0
2688,5.0
2689,16.0
2690,9.0
2691,9.0
2692,9.0
2693,8.0
2694,13.0
2695,15.0
2696,20.0
2697,7.0
2698,6.0
2699,18.0
2700,6.0
2701,14.0
2702,8.0
2703,8.0
2704,26.0
2705,5.0
2706,6.0
2707,17.0
2708,19.0
2709,8.0
2710,2.0
2711,10.0
2712,6.0
2713,6.0
2714,7.0
2715,7.0
2716,10.0
2717,7.0
2718,4.0
2719,5.0
2720,13.0
2721,5.0
2722,7.0
2723,6.0
2724,7.0
2725,2.0
2726,13.0
2727,10.0
2728,2.0
2729,9.0
2730,9.0
2731,10.0
2732,7.0
2733,10.0
2734,3.0
2735,12.0
2736,8.0
2737,4.0
2738,6.0
2739,8.0
2740,2.0
2741,6.0
2742,5.0
2743,4.0
2744,3.0
2745,5.0
2746,3.0
2747,12.0
2748,8.0
2749,10.0
2750,13.0
2751,16.0
2752,11.0
2753,10.0
2754,6.0
2755,2.0
2756,12.0
2757,7.0
2758,11.0
2759,5.0
2760,8.0
2761,5.0
2762,9.0
2763,14.0
2764,7.0
2765,11.0
2766,16.0
2767,7.0
2768,15.0
2769,12.0
2770,6.0
2771,4.0
2772,7.0
2773,5.0
2774,5.0
2775,6.0
2776,3.0
2777,15.0
2778,13.0
2779,8.0
2780,10.0
2781,13.0
2782,20.0
2783,21.0
2784,11.0
2785,3.0
2786,5.0
2787,13.0
2788,17.0
2789,7.0
2790,6.0
2791,2.0
2792,2.0
2793,2.0
2794,24.0
2795,5.0
2796,5.0
2797,6.0
2798,14.0
2799,4.0
2800,4.0
2801,9.0
2802,10.0
2803,4.0
2804,11.0
2805,12.0
2806,11.0
2807,16.0
2808,13.0
2809,6.0
2810,13.0
2811,13.0
2812,8.0
2813,15.0
2814,12.0
2815,2.0
2816,6.0
2817,7.0
2818,5.0
2819,14.0
2820,7.0
2821,10.0
2822,13.0
2823,12.0
2824,21.0
2825,3.0
2826,13.0
2827,9.0
2828,14.0
2829,8.0
2830,4.0
2831,6.0
2832,8.0
2833,6.0
2834,4.0
2835,3.0
2836,15.0
2837,12.0
2838,3.0
2839,5.0
2840,5.0
2841,4.0
2842,8.0
2843,10.0
2844,3.0
2845,10.0
2846,9.0
2847,7.0
2848,8.0
2849,4.0
2850,2.0
2851,9.0
2852,6.0
2853,6.0
2854,10.0
2855,11.0
2856,11.0
2857,8.0
2858,17.0
2859,10.0
2860,6.0
2861,4.0
2862,9.0
2863,3.0
2864,24.0
2865,7.0
2866,28.0
2867,14.0
2868,4.0
2869,7.0
2870,22.0
2871,5.0
2872,10.0
2873,9.0
2874,7.0
2875,19.0
2876,7.0
2877,8.0
2878,31.0
2879,12.0
2880,12.0
2881,13.0
2882,7.0
2883,32.0
2884,15.0
2885,7.0
2886,15.0
2887,12.0
2888,6.0
2889,7.0
2890,4.0
2891,7.0
2892,16.0
2893,10.0
2894,6.0
2895,8.0
2896,11.0
2897,8.0
2898,15.0
2899,11.0
2900,7.0
2901,16.0
2902,8.0
2903,13.0
2904,7.0
2905,11.0
2906,3.0
2907,6.0
2908,6.0
2909,7.0
2910,6.0
2911,13.0
2912,10.0
2913,12.0
2914,11.0
2915,17.0
2916,14.0
2917,6.0
2918,13.0
2919,12.0
2920,1.0
2921,9.0
2922,6.0
2923,3.0
2924,13.0
2925,5.0
2926,9.0
2927,22.0
2928,5.0
2929,4.0
2930,17.0
2931,3.0
2932,10.0
2933,7.0
2934,12.0
2935,13.0
2936,15.0
2937,23.0
2938,2.0
2939,5.0
2940,6.0
2941,7.0
2942,9.0
2943,2.0
2944,2.0
2945,10.0
2946,6.0
2947,16.0
2948,13.0
2949,10.0
2950,13.0
2951,15.0
2952,12.0
2953,14.0
2954,7.0
2955,4.0
2956,12.0
2957,5.0
2958,5.0
2959,11.0
2960,11.0
2961,7.0
2962,24.0
2963,9.0
2964,19.0
2965,7.0
2966,3.0
2967,7.0
2968,12.0
2969,10.0
2970,8.0
2971,42.0
2972,8.0
2973,17.0
2974,12.0
2975,15.0
2976,17.0
2977,15.0
2978,8.0
2979,10.0
2980,8.0
2981,7.0
2982,6.0
2983,6.0
2984,8.0
2985,4.0
2986,6.0
2987,9.0
2988,12.0
2989,13.0
2990,4.0
2991,16.0
2992,6.0
2993,5.0
2994,2.0
2995,11.0
2996,10.0
2997,6.0
2998,11.0
2999,12.0
3000,5.0
3001,10.0
3002,13.0
3003,3.0
3004,12.0
3005,6.0
3006,15.0
3007,2.0
3008,2.0
3009,3.0
3010,12.0
3011,19.0
3012,17.0
3013,7.0
3014,33.0
3015,12.0
3016,5.0
3017,8.0
3018,11.0
3019,4.0
3020,8.0
3021,7.0
3022,10.0
3023,12.0
3024,10.0
3025,2.0
3026,11.0
3027,10.0
3028,10.0
3029,5.0
3030,12.0
3031,11.0
3032,11.0
3033,12.0
3034,6.0
3035,9.0
3036,18.0
3037,8.0
3038,8.0
3039,7.0
3040,13.0
3041,12.0
3042,14.0
3043,8.0
3044,11.0
3045,9.0
3046,6.0
3047,8.0
3048,9.0
3049,8.0
3050,7.0
3051,4.0
3052,4.0
3053,16.0
3054,14.0
3055,11.0
3056,5.0
3057,13.0
3058,3.0
3059,7.0
3060,44.0
3061,9.0
3062,7.0
3063,15.0
3064,13.0
3065,2.0
3066,12.0
3067,10.0
3068,11.0
3069,9.0
3070,5.0
3071,7.0
3072,6.0
3073,20.0
3074,10.0
3075,10.0
3076,18.0
3077,12.0
3078,4.0
3079,8.0
3080,3.0
3081,7.0
3082,8.0
3083,30.0
3084,8.0
3085,4.0
3086,7.0
3087,4.0
3088,6.0
3089,10.0
3090,13.0
3091,13.0
3092,8.0
3093,8.0
3094,24.0
3095,10.0
3096,5.0
3097,19.0
3098,7.0
3099,31.0
3100,11.0
3101,3.0
3102,15.0
3103,5.0
3104,32.0
3105,6.0
3106,16.0
3107,7.0
3108,9.0
3109,8.0
3110,6.0
3111,20.0
3112,10.0
3113,17.0
3114,5.0
3115,24.0
3116,3.0
3117,3.0
3118,6.0
3119,12.0
3120,3.0
3121,10.0
3122,5.0
3123,10.0
3124,11.0
3125,7.0
3126,11.0
3127,9.0
3128,11.0
3129,11.0
3130,14.0
3131,7.0
3132,8.0
3133,7.0
3134,26.0
3135,10.0
3136,6.0
3137,5.0
3138,4.0
3139,7.0
3140,8.0
3141,3.0
3142,9.0
3143,8.0
3144,4.0
3145,13.0
3146,12.0
3147,15.0
3148,5.0
3149,3.0
3150,9.0
3151,1.0
3152,6.0
3153,6.0
3154,15.0
3155,16.0
3156,8.0
3157,13.0
3158,7.0
3159,9.0
3160,7.0
3161,3.0
3162,2.0
3163,4.0
3164,10.0
3165,6.0
3166,10.0
3167,4.0
3168,11.0
3169,17.0
3170,11.0
3171,8.0
3172,15.0
3173,11.0
3174,8.0
3175,11.0
3176,6.0
3177,4.0
3178,6.0
3179,9.0
3180,19.0
3181,4.0
3182,15.0
3183,12.0
3184,16.0
3185,16.0
3186,7.0
3187,4.0
3188,12.0
3189,10.0
3190,1.0
3191,5.0
3192,13.0
3193,4.0
3194,7.0
3195,14.0
3196,8.0
3197,11.0
3198,4.0
3199,2.0
3200,21.0
3201,10.0
3202,10.0
3203,14.0
3204,3.0
3205,6.0
3206,24.0
3207,7.0
3208,8.0
3209,8.0
3210,9.0
3211,3.0
3212,13.0
3213,4.0
3214,11.0
3215,13.0
3216,8.0
3217,6.0
3218,14.0
3219,6.0
3220,8.0
3221,10.0
3222,2.0
3223,21.0
3224,6.0
3225,14.0
3226,6.0
3227,8.0
3228,13.0
3229,4.0
3230,3.0
3231,9.0
3232,7.0
3233,5.0
3234,10.0
3235,10.0
3236,9.0
3237,6.0
3238,26.0
3239,12.0
3240,8.0
3241,31.0
3242,14.0
3243,16.0
3244,6.0
3245,14.0
3246,7.0
3247,4.0
3248,18.0
3249,6.0
3250,10.0
3251,9.0
3252,6.0
3253,5.0
3254,14.0
3255,12.0
3256,5.0
3257,19.0
3258,10.0
3259,5.0
3260,2.0
3261,11.0
3262,6.0
3263,4.0
3264,10.0
3265,4.0
3266,8.0
3267,4.0
3268,5.0
3269,4.0
3270,6.0
3271,4.0
3272,10.0
3273,5.0
3274,8.0
3275,4.0
3276,3.0
3277,16.0
3278,1.0
3279,3.0
3280,2.0
3281,19.0
3282,16.0
3283,12.0
3284,9.0
3285,7.0
3286,2.0
3287,3.0
3288,7.0
3289,9.0
3290,4.0
3291,24.0
3292,6.0
3293,9.0
3294,8.0
3295,8.0
3296,10.0
3297,14.0
3298,12.0
3299,5.0
3300,5.0
3301,9.0
3302,4.0
3303,6.0
3304,8.0
3305,22.0
3306,10.0
3307,5.0
3308,9.0
3309,3.0
3310,5.0
3311,7.0
3312,3.0
3313,17.0
3314,7.0
3315,5.0
3316,3.0
3317,6.0
3318,5.0
3319,9.0
3320,8.0
3321,4.0
3322,14.0
3323,3.0
3324,2.0
3325,9.0
3326,7.0
3327,7.0
3328,11.0
3329,6.0
3330,18.0
3331,15.0
3332,22.0
3333,4.0
3334,6.0
3335,15.0
3336,8.0
3337,14.0
3338,3.0
3339,8.0
3340,11.0
3341,6.0
3342,3.0
3343,6.0
3344,3.0
3345,7.0
3346,2.0
3347,3.0
3348,20.0
3349,5.0
3350,14.0
3351,24.0
3352,11.0
3353,17.0
3354,10.0
3355,4.0
3356,6.0
3357,3.0
3358,9.0
3359,10.0
3360,7.0
3361,67.0
3362,12.0
3363,17.0
3364,11.0
3365,25.0
3366,8.0
3367,4.0
3368,12.0
3369,15.0
3370,8.0
3371,20.0
3372,7.0
3373,3.0
3374,8.0
3375,14.0
3376,17.0
3377,5.0
3378,28.0
3379,7.0
3380,9.0
3381,2.0
3382,13.0
3383,10.0
3384,3.0
3385,5.0
3386,7.0
3387,23.0
3388,14.0
3389,16.0
3390,10.0
3391,9.0
3392,13.0
3393,10.0
3394,8.0
3395,8.0
3396,5.0
3397,11.0
3398,5.0
3399,17.0
3400,14.0
3401,13.0
3402,6.0
3403,11.0
3404,12.0
3405,7.0
3406,18.0
3407,3.0
3408,6.0
3409,15.0
3410,1.0
3411,9.0
3412,2.0
3413,7.0
3414,7.0
3415,18.0
3416,17.0
3417,18.0
3418,9.0
3419,8.0
3420,14.0
3421,15.0
3422,4.0
3423,9.0
3424,8.0
3425,12.0
3426,9.0
3427,23.0
3428,4.0
3429,6.0
3430,12.0
3431,14.0
3432,3.0
3433,17.0
3434,13.0
3435,8.0
3436,4.0
3437,15.0
3438,15.0
3439,12.0
3440,10.0
3441,6.0
3442,8.0
3443,16.0
3444,8.0
3445,6.0
3446,10.0
3447,6.0
3448,10.0
3449,5.0
3450,12.0
3451,9.0
3452,12.0
3453,20.0
3454,18.0
3455,14.0
3456,17.0
3457,12.0
3458,4.0
3459,6.0
3460,12.0
3461,2.0
3462,7.0
3463,12.0
3464,7.0
3465,7.0
3466,5.0
3467,19.0
3468,8.0
3469,12.0
3470,9.0
3471,25.0
3472,7.0
3473,18.0
3474,6.0
3475,26.0
3476,13.0
3477,10.0
3478,32.0
3479,15.0
3480,7.0
3481,9.0
3482,12.0
3483,18.0
3484,11.0
3485,9.0
3486,5.0
3487,13.0
3488,8.0
3489,13.0
3490,8.0
3491,2.0
3492,5.0
3493,8.0
3494,7.0
3495,13.0
3496,9.0
3497,14.0
3498,7.0
3499,5.0
3500,12.0
3501,14.0
3502,6.0
3503,4.0
3504,8.0
3505,10.0
3506,5.0
3507,7.0
3508,12.0
3509,6.0
3510,17.0
3511,12.0
3512,9.0
3513,15.0
3514,36.0
3515,6.0
3516,8.0
3517,10.0
3518,7.0
3519,18.0
3520,12.0
3521,5.0
3522,3.0
3523,14.0
3524,8.0
3525,11.0
3526,6.0
3527,17.0
3528,14.0
3529,23.0
3530,4.0
3531,6.0
3532,24.0
3533,47.0
3534,20.0
3535,32.0
3536,1.0
3537,5.0
3538,4.0
3539,5.0
3540,6.0
3541,3.0
3542,25.0
3543,4.0
3544,12.0
3545,18.0
3546,9.0
3547,13.0
3548,6.0
3549,7.0
3550,4.0
3551,16.0
3552,19.0
3553,11.0
3554,8.0
3555,18.0
3556,16.0
3557,10.0
3558,10.0
3559,4.0
3560,25.0
3561,19.0
3562,3.0
3563,3.0
3564,6.0
3565,6.0
3566,3.0
3567,7.0
3568,8.0
3569,8.0
3570,5.0
3571,7.0
3572,6.0
3573,15.0
3574,7.0
3575,9.0
3576,10.0
3577,9.0
3578,8.0
3579,6.0
3580,7.0
3581,2.0
3582,7.0
3583,8.0
3584,12.0
3585,16.0
3586,8.0
3587,15.0
3588,8.0
3589,9.0
3590,11.0
3591,5.0
3592,24.0
3593,15.0
3594,17.0
3595,14.0
3596,7.0
3597,14.0
3598,10.0
3599,4.0
3600,5.0
3601,12.0
3602,7.0
3603,9.0
3604,18.0
3605,16.0
3606,10.0
3607,18.0
3608,9.0
3609,10.0
3610,23.0
3611,17.0
3612,7.0
3613,13.0
3614,18.0
3615,12.0
3616,10.0
3617,24.0
3618,11.0
3619,17.0
3620,15.0
3621,8.0
3622,8.0
3623,23.0
3624,11.0
3625,3.0
3626,5.0
3627,20.0
3628,16.0
3629,16.0
3630,16.0
3631,11.0
3632,21.0
3633,8.0
3634,18.0
3635,10.0
3636,7.0
3637,7.0
3638,10.0
3639,8.0
3640,20.0
3641,2.0
3642,9.0
3643,11.0
3644,9.0
3645,13.0
3646,17.0
3647,12.0
3648,6.0
3649,16.0
3650,13.0
3651,8.0
3652,4.0
3653,8.0
3654,18.0
3655,8.0
3656,7.0
3657,6.0
3658,4.0
3659,4.0
3660,8.0
3661,24.0
3662,3.0
3663,12.0
3664,8.0
3665,15.0
3666,3.0
3667,2.0
3668,2.0
3669,4.0
3670,10.0
3671,19.0
3672,3.0
3673,2.0
3674,5.0
3675,13.0
3676,10.0
3677,10.0
3678,7.0
3679,17.0
3680,7.0
3681,10.0
3682,16.0
3683,9.0
3684,3.0
3685,11.0
3686,5.0
3687,9.0
3688,13.0
3689,19.0
3690,11.0
3691,8.0
3692,8.0
3693,11.0
3694,10.0
3695,7.0
3696,14.0
3697,14.0
3698,8.0
3699,9.0
3700,9.0
3701,7.0
3702,7.0
3703,7.0
3704,19.0
3705,19.0
3706,7.0
3707,8.0
3708,3.0
3709,4.0
3710,8.0
3711,2.0
3712,6.0
3713,7.0
3714,10.0
3715,6.0
3716,8.0
3717,12.0
3718,18.0
3719,9.0
3720,34.0
3721,19.0
3722,13.0
3723,7.0
3724,11.0
3725,3.0
3726,10.0
3727,1.0
3728,4.0
3729,8.0
3730,1.0
3731,15.0
3732,12.0
3733,8.0
3734,13.0
3735,5.0
3736,12.0
3737,3.0
3738,31.0
3739,5.0
3740,28.0
3741,5.0
3742,8.0
3743,13.0
3744,13.0
3745,12.0
3746,11.0
3747,9.0
3748,6.0
3749,8.0
3750,8.0
3751,12.0
3752,15.0
3753,13.0
3754,22.0
3755,6.0
3756,15.0
3757,7.0
3758,4.0
3759,8.0
3760,8.0
3761,9.0
3762,9.0
3763,13.0
3764,7.0
3765,19.0
3766,7.0
3767,18.0
3768,4.0
3769,38.0
3770,4.0
3771,12.0
3772,12.0
3773,18.0
3774,4.0
3775,7.0
3776,7.0
3777,10.0
3778,12.0
3779,6.0
3780,8.0
3781,5.0
3782,13.0
3783,5.0
3784,5.0
3785,4.0
3786,6.0
3787,10.0
3788,9.0
3789,10.0
3790,4.0
3791,7.0
3792,7.0
3793,3.0
3794,15.0
3795,13.0
3796,11.0
3797,6.0
3798,6.0
3799,11.0
3800,12.0
3801,10.0
3802,4.0
3803,17.0
3804,7.0
3805,5.0
3806,4.0
3807,10.0
3808,4.0
3809,5.0
3810,5.0
3811,6.0
3812,5.0
3813,14.0
3814,11.0
3815,6.0
3816,8.0
3817,5.0
3818,18.0
3819,5.0
3820,6.0
3821,6.0
3822,17.0
3823,3.0
3824,8.0
3825,13.0
3826,7.0
3827,9.0
3828,10.0
3829,9.0
3830,10.0
3831,6.0
3832,8.0
3833,5.0
3834,6.0
3835,7.0
3836,3.0
3837,6.0
3838,13.0
3839,4.0
3840,20.0
3841,10.0
3842,18.0
3843,4.0
3844,6.0
3845,10.0
3846,6.0
3847,15.0
3848,3.0
3849,9.0
3850,10.0
3851,5.0
3852,7.0
3853,10.0
3854,7.0
3855,6.0
3856,4.0
3857,17.0
3858,4.0
3859,11.0
3860,15.0
3861,7.0
3862,4.0
3863,10.0
3864,9.0
3865,6.0
3866,9.0
3867,6.0
3868,9.0
3869,7.0
3870,10.0
3871,8.0
3872,22.0
3873,18.0
3874,13.0
3875,6.0
3876,10.0
3877,8.0
3878,3.0
3879,5.0
3880,6.0
3881,9.0
3882,5.0
3883,6.0
3884,4.0
3885,7.0
3886,7.0
3887,10.0
3888,8.0
3889,16.0
3890,6.0
3891,5.0
3892,4.0
3893,7.0
3894,8.0
3895,7.0
3896,11.0
3897,8.0
3898,7.0
3899,23.0
3900,8.0
3901,7.0
3902,11.0
3903,5.0
3904,4.0
3905,20.0
3906,15.0
3907,13.0
3908,3.0
3909,7.0
3910,6.0
3911,17.0
3912,8.0
3913,11.0
3914,11.0
3915,4.0
3916,3.0
3917,8.0
3918,5.0
3919,5.0
3920,8.0
3921,4.0
3922,9.0
3923,6.0
3924,5.0
3925,11.0
3926,12.0
3927,4.0
3928,4.0
3929,7.0
3930,12.0
3931,11.0
3932,8.0
3933,17.0
3934,15.0
3935,21.0
3936,6.0
3937,6.0
3938,20.0
3939,14.0
3940,4.0
3941,16.0
3942,13.0
3943,10.0
3944,6.0
3945,8.0
3946,2.0
3947,4.0
3948,7.0
3949,10.0
3950,4.0
3951,13.0
3952,2.0
3953,6.0
3954,6.0
3955,7.0
3956,4.0
3957,13.0
3958,6.0
3959,9.0
3960,7.0
3961,9.0
3962,6.0
3963,12.0
3964,5.0
3965,10.0
3966,17.0
3967,17.0
3968,16.0
3969,6.0
3970,19.0
3971,21.0
3972,10.0
3973,15.0
3974,13.0
3975,18.0
3976,9.0
3977,21.0
3978,8.0
3979,8.0
3980,21.0
3981,18.0
3982,11.0
3983,14.0
3984,8.0
3985,18.0
3986,6.0
3987,10.0
3988,6.0
3989,11.0
3990,8.0
3991,15.0
3992,12.0
3993,11.0
3994,14.0
3995,9.0
3996,9.0
3997,3.0
3998,16.0
3999,3.0
4000,12.0
4001,11.0
4002,8.0
4003,11.0
4004,13.0
4005,4.0
4006,7.0
4007,5.0
4008,13.0
4009,3.0
4010,13.0
4011,27.0
4012,6.0
4013,12.0
4014,11.0
4015,7.0
4016,6.0
4017,9.0
4018,9.0
4019,10.0
4020,10.0
4021,12.0
4022,8.0
4023,18.0
4024,24.0
4025,5.0
4026,10.0
4027,11.0
4028,8.0
4029,6.0
4030,3.0
4031,10.0
4032,6.0
4033,8.0
4034,15.0
4035,22.0
4036,9.0
4037,7.0
4038,6.0
4039,13.0
4040,10.0
4041,27.0
4042,24.0
4043,6.0
4044,6.0
4045,13.0
4046,8.0
4047,4.0
4048,15.0
4049,14.0
4050,24.0
4051,7.0
4052,11.0
4053,14.0
4054,8.0
4055,6.0
4056,8.0
4057,9.0
4058,9.0
4059,17.0
4060,14.0
4061,12.0
4062,7.0
4063,14.0
4064,9.0
4065,8.0
4066,6.0
4067,3.0
4068,16.0
4069,10.0
4070,5.0
4071,8.0
4072,11.0
4073,6.0
4074,8.0
4075,6.0
4076,6.0
4077,5.0
4078,4.0
4079,5.0
4080,8.0
4081,7.0
4082,22.0
4083,11.0
4084,17.0
4085,13.0
4086,11.0
4087,6.0
4088,5.0
4089,4.0
4090,9.0
4091,10.0
4092,12.0
4093,11.0
4094,14.0
4095,10.0
4096,9.0
4097,12.0
4098,13.0
4099,10.0
4100,11.0
4101,3.0
4102,9.0
4103,12.0
4104,12.0
4105,12.0
4106,22.0
4107,13.0
4108,10.0
4109,6.0
4110,14.0
4111,9.0
4112,12.0
4113,12.0
4114,21.0
4115,4.0
4116,3.0
