,n_steps
16295,2.0
16296,14.0
16297,22.0
16298,9.0
16299,15.0
16300,3.0
16301,20.0
16302,9.0
16303,11.0
16304,3.0
16305,11.0
16306,3.0
16307,18.0
16308,6.0
16309,5.0
16310,17.0
16311,8.0
16312,11.0
16313,14.0
16314,2.0
16315,8.0
16316,4.0
16317,3.0
16318,4.0
16319,5.0
16320,15.0
16321,6.0
16322,7.0
16323,11.0
16324,7.0
16325,2.0
16326,13.0
16327,19.0
16328,7.0
16329,11.0
16330,17.0
16331,19.0
16332,15.0
16333,8.0
16334,2.0
16335,14.0
16336,6.0
16337,5.0
16338,15.0
16339,9.0
16340,6.0
16341,22.0
16342,1.0
16343,2.0
16344,5.0
16345,12.0
16346,9.0
16347,4.0
16348,10.0
16349,10.0
16350,5.0
16351,15.0
16352,20.0
16353,14.0
16354,4.0
16355,3.0
16356,16.0
16357,14.0
16358,12.0
16359,4.0
16360,9.0
16361,19.0
16362,20.0
16363,4.0
16364,6.0
16365,6.0
16366,15.0
16367,10.0
16368,5.0
16369,10.0
16370,11.0
16371,10.0
16372,11.0
16373,6.0
16374,6.0
16375,8.0
16376,5.0
16377,9.0
16378,9.0
16379,12.0
16380,16.0
16381,8.0
16382,22.0
16383,15.0
16384,6.0
16385,10.0
16386,10.0
16387,6.0
16388,17.0
16389,9.0
16390,25.0
16391,7.0
16392,2.0
16393,10.0
16394,5.0
16395,2.0
16396,9.0
16397,5.0
16398,8.0
16399,6.0
16400,9.0
16401,5.0
16402,9.0
16403,13.0
16404,2.0
16405,5.0
16406,2.0
16407,8.0
16408,1.0
16409,7.0
16410,8.0
16411,15.0
16412,1.0
16413,13.0
16414,10.0
16415,13.0
16416,4.0
16417,8.0
16418,3.0
16419,17.0
16420,15.0
16421,7.0
16422,9.0
16423,4.0
16424,5.0
16425,9.0
16426,5.0
16427,7.0
16428,17.0
16429,10.0
16430,5.0
16431,13.0
16432,7.0
16433,6.0
16434,7.0
16435,8.0
16436,5.0
16437,5.0
16438,2.0
16439,22.0
16440,10.0
16441,2.0
16442,13.0
16443,15.0
16444,14.0
16445,13.0
16446,2.0
16447,17.0
16448,6.0
16449,12.0
16450,5.0
16451,8.0
16452,7.0
16453,7.0
16454,7.0
16455,9.0
16456,5.0
16457,7.0
16458,7.0
16459,9.0
16460,19.0
16461,7.0
16462,9.0
16463,10.0
16464,11.0
16465,9.0
16466,23.0
16467,4.0
16468,13.0
16469,7.0
16470,2.0
16471,7.0
16472,8.0
16473,11.0
16474,8.0
16475,5.0
16476,20.0
16477,5.0
16478,3.0
16479,11.0
16480,10.0
16481,18.0
16482,5.0
16483,7.0
16484,4.0
16485,5.0
16486,10.0
16487,8.0
16488,7.0
16489,3.0
16490,8.0
16491,9.0
16492,8.0
16493,8.0
16494,6.0
16495,10.0
16496,9.0
16497,5.0
16498,20.0
16499,8.0
16500,7.0
16501,5.0
16502,7.0
16503,4.0
16504,2.0
16505,10.0
16506,10.0
16507,3.0
16508,8.0
16509,17.0
16510,10.0
16511,6.0
16512,5.0
16513,5.0
16514,13.0
16515,10.0
16516,6.0
16517,6.0
16518,5.0
16519,9.0
16520,10.0
16521,10.0
16522,1.0
16523,8.0
16524,18.0
16525,4.0
16526,4.0
16527,2.0
16528,3.0
16529,5.0
16530,6.0
16531,8.0
16532,7.0
16533,8.0
16534,13.0
16535,2.0
16536,15.0
16537,4.0
16538,12.0
16539,7.0
16540,18.0
16541,16.0
16542,10.0
16543,17.0
16544,2.0
16545,11.0
16546,8.0
16547,3.0
16548,16.0
16549,14.0
16550,3.0
16551,6.0
16552,3.0
16553,10.0
16554,15.0
16555,6.0
16556,12.0
16557,13.0
16558,13.0
16559,2.0
16560,12.0
16561,10.0
16562,17.0
16563,6.0
16564,16.0
16565,7.0
16566,10.0
16567,4.0
16568,4.0
16569,4.0
16570,3.0
16571,10.0
16572,13.0
16573,3.0
16574,11.0
16575,10.0
16576,18.0
16577,11.0
16578,5.0
16579,4.0
16580,25.0
16581,6.0
16582,18.0
16583,9.0
16584,12.0
16585,8.0
16586,9.0
16587,6.0
16588,12.0
16589,14.0
16590,13.0
16591,7.0
16592,11.0
16593,7.0
16594,8.0
16595,7.0
16596,14.0
16597,7.0
16598,37.0
16599,8.0
16600,28.0
16601,5.0
16602,4.0
16603,4.0
16604,3.0
16605,2.0
16606,15.0
16607,6.0
16608,5.0
16609,5.0
16610,14.0
16611,20.0
16612,19.0
16613,2.0
16614,24.0
16615,5.0
16616,3.0
16617,18.0
16618,16.0
16619,17.0
16620,8.0
16621,16.0
16622,13.0
16623,9.0
16624,22.0
16625,6.0
16626,5.0
16627,2.0
16628,4.0
16629,16.0
16630,9.0
16631,9.0
16632,12.0
16633,7.0
16634,4.0
16635,7.0
16636,11.0
16637,10.0
16638,10.0
16639,30.0
16640,3.0
16641,19.0
16642,8.0
16643,11.0
16644,13.0
16645,24.0
16646,12.0
16647,6.0
16648,4.0
16649,12.0
16650,14.0
16651,9.0
16652,15.0
16653,16.0
16654,10.0
16655,17.0
16656,11.0
16657,5.0
16658,7.0
16659,9.0
16660,12.0
16661,10.0
16662,20.0
16663,4.0
16664,5.0
16665,5.0
16666,21.0
16667,8.0
16668,8.0
16669,7.0
16670,6.0
16671,11.0
16672,21.0
16673,8.0
16674,16.0
16675,9.0
16676,18.0
16677,18.0
16678,5.0
16679,9.0
16680,4.0
16681,15.0
16682,7.0
16683,9.0
16684,6.0
16685,5.0
16686,9.0
16687,6.0
16688,6.0
16689,7.0
16690,12.0
16691,3.0
16692,3.0
16693,8.0
16694,6.0
16695,33.0
16696,7.0
16697,11.0
16698,16.0
16699,15.0
16700,2.0
16701,12.0
16702,14.0
16703,13.0
16704,7.0
16705,5.0
16706,6.0
16707,2.0
16708,11.0
16709,9.0
16710,15.0
16711,1.0
16712,2.0
16713,10.0
16714,7.0
16715,8.0
16716,9.0
16717,17.0
16718,7.0
16719,3.0
16720,6.0
16721,6.0
16722,4.0
16723,3.0
16724,7.0
16725,11.0
16726,17.0
16727,3.0
16728,3.0
16729,5.0
16730,9.0
16731,10.0
16732,12.0
16733,11.0
16734,6.0
16735,13.0
16736,6.0
16737,6.0
16738,3.0
16739,13.0
16740,5.0
16741,8.0
16742,8.0
16743,10.0
16744,20.0
16745,9.0
16746,4.0
16747,15.0
16748,9.0
16749,21.0
16750,2.0
16751,5.0
16752,2.0
16753,6.0
16754,7.0
16755,15.0
16756,14.0
16757,12.0
16758,13.0
16759,13.0
16760,7.0
16761,15.0
16762,15.0
16763,14.0
16764,26.0
16765,4.0
16766,13.0
16767,12.0
16768,10.0
16769,9.0
16770,10.0
16771,10.0
16772,13.0
16773,13.0
16774,43.0
16775,3.0
16776,5.0
16777,9.0
16778,8.0
16779,10.0
16780,8.0
16781,20.0
16782,10.0
16783,8.0
16784,11.0
16785,12.0
16786,10.0
16787,32.0
16788,11.0
16789,10.0
16790,14.0
16791,11.0
16792,10.0
16793,14.0
16794,21.0
16795,18.0
16796,6.0
16797,18.0
16798,24.0
16799,26.0
16800,1.0
16801,12.0
16802,2.0
16803,16.0
16804,11.0
16805,6.0
16806,6.0
16807,3.0
16808,3.0
16809,16.0
16810,25.0
16811,16.0
16812,2.0
16813,10.0
16814,22.0
16815,3.0
16816,5.0
16817,4.0
16818,7.0
16819,9.0
16820,4.0
16821,17.0
16822,6.0
16823,8.0
16824,4.0
16825,9.0
16826,13.0
16827,8.0
16828,7.0
16829,5.0
16830,9.0
16831,3.0
16832,14.0
16833,4.0
16834,6.0
16835,6.0
16836,5.0
16837,9.0
16838,4.0
16839,5.0
16840,10.0
16841,21.0
16842,7.0
16843,3.0
16844,8.0
16845,15.0
16846,2.0
16847,14.0
16848,5.0
16849,7.0
16850,37.0
16851,7.0
16852,3.0
16853,4.0
16854,9.0
16855,3.0
16856,3.0
16857,4.0
16858,5.0
16859,2.0
16860,9.0
16861,7.0
16862,17.0
16863,10.0
16864,19.0
16865,11.0
16866,10.0
16867,13.0
16868,6.0
16869,3.0
16870,7.0
16871,1.0
16872,6.0
16873,2.0
16874,2.0
16875,4.0
16876,17.0
16877,20.0
16878,6.0
16879,7.0
16880,3.0
16881,2.0
16882,6.0
16883,2.0
16884,12.0
16885,5.0
16886,5.0
16887,6.0
16888,10.0
16889,6.0
16890,2.0
16891,3.0
16892,4.0
16893,10.0
16894,11.0
16895,14.0
16896,2.0
16897,5.0
16898,3.0
16899,2.0
16900,3.0
16901,11.0
16902,22.0
16903,10.0
16904,14.0
16905,7.0
16906,17.0
16907,28.0
16908,6.0
16909,12.0
16910,6.0
16911,6.0
16912,12.0
16913,7.0
16914,3.0
16915,7.0
16916,15.0
16917,12.0
16918,27.0
16919,8.0
16920,3.0
16921,10.0
16922,10.0
16923,3.0
16924,13.0
16925,12.0
16926,4.0
16927,6.0
16928,6.0
16929,10.0
16930,15.0
16931,11.0
16932,5.0
16933,5.0
16934,14.0
16935,18.0
16936,18.0
16937,23.0
16938,5.0
16939,5.0
16940,13.0
16941,15.0
16942,12.0
16943,11.0
16944,6.0
16945,12.0
16946,13.0
16947,13.0
16948,17.0
16949,17.0
16950,4.0
16951,12.0
16952,9.0
16953,10.0
16954,26.0
16955,10.0
16956,8.0
16957,9.0
16958,4.0
16959,4.0
16960,11.0
16961,6.0
16962,4.0
16963,2.0
16964,5.0
16965,6.0
16966,7.0
16967,5.0
16968,9.0
16969,5.0
16970,9.0
16971,6.0
16972,4.0
16973,6.0
16974,21.0
16975,5.0
16976,5.0
16977,4.0
16978,19.0
16979,13.0
16980,11.0
16981,10.0
16982,24.0
16983,15.0
16984,15.0
16985,8.0
16986,19.0
16987,6.0
16988,14.0
16989,7.0
16990,8.0
16991,16.0
16992,7.0
16993,12.0
16994,7.0
16995,10.0
16996,16.0
16997,17.0
16998,9.0
16999,18.0
17000,13.0
17001,15.0
17002,10.0
17003,13.0
17004,4.0
17005,10.0
17006,4.0
17007,26.0
17008,3.0
17009,14.0
17010,8.0
17011,2.0
17012,22.0
17013,8.0
17014,18.0
17015,5.0
17016,3.0
17017,13.0
17018,9.0
17019,9.0
17020,4.0
17021,37.0
17022,6.0
17023,25.0
17024,11.0
17025,4.0
17026,4.0
17027,7.0
17028,19.0
17029,13.0
17030,3.0
17031,10.0
17032,3.0
17033,7.0
17034,10.0
17035,4.0
17036,5.0
17037,8.0
17038,7.0
17039,17.0
17040,5.0
17041,4.0
17042,6.0
17043,7.0
17044,14.0
17045,4.0
17046,4.0
17047,4.0
17048,4.0
17049,6.0
17050,12.0
17051,11.0
17052,15.0
17053,6.0
17054,5.0
17055,11.0
17056,10.0
17057,29.0
17058,6.0
17059,3.0
17060,9.0
17061,6.0
17062,8.0
17063,9.0
17064,7.0
17065,6.0
17066,3.0
17067,10.0
17068,5.0
17069,5.0
17070,11.0
17071,12.0
17072,8.0
17073,6.0
17074,9.0
17075,19.0
17076,4.0
17077,7.0
17078,8.0
17079,8.0
17080,18.0
17081,13.0
17082,2.0
17083,6.0
17084,7.0
17085,6.0
17086,12.0
17087,12.0
17088,7.0
17089,6.0
17090,20.0
17091,2.0
17092,7.0
17093,10.0
17094,5.0
17095,12.0
17096,6.0
17097,2.0
17098,7.0
17099,11.0
17100,22.0
17101,15.0
17102,13.0
17103,7.0
17104,17.0
17105,5.0
17106,1.0
17107,12.0
17108,23.0
17109,20.0
17110,12.0
17111,7.0
17112,11.0
17113,10.0
17114,21.0
17115,4.0
17116,14.0
17117,20.0
17118,12.0
17119,2.0
17120,12.0
17121,3.0
17122,8.0
17123,4.0
17124,4.0
17125,27.0
17126,4.0
17127,14.0
17128,18.0
17129,3.0
17130,11.0
17131,8.0
17132,5.0
17133,4.0
17134,8.0
17135,4.0
17136,6.0
17137,8.0
17138,10.0
17139,9.0
17140,9.0
17141,3.0
17142,12.0
17143,7.0
17144,7.0
17145,18.0
17146,2.0
17147,10.0
17148,11.0
17149,11.0
17150,4.0
17151,3.0
17152,2.0
17153,2.0
17154,9.0
17155,9.0
17156,7.0
17157,12.0
17158,12.0
17159,11.0
17160,7.0
17161,15.0
17162,20.0
17163,5.0
17164,14.0
17165,11.0
17166,8.0
17167,24.0
17168,13.0
17169,9.0
17170,3.0
17171,5.0
17172,9.0
17173,11.0
17174,11.0
17175,16.0
17176,9.0
17177,19.0
17178,5.0
17179,5.0
17180,12.0
17181,7.0
17182,6.0
17183,7.0
17184,13.0
17185,12.0
17186,4.0
17187,7.0
17188,14.0
17189,10.0
17190,9.0
17191,9.0
17192,11.0
17193,5.0
17194,11.0
17195,3.0
17196,7.0
17197,1.0
17198,14.0
17199,4.0
17200,12.0
17201,8.0
17202,5.0
17203,13.0
17204,12.0
17205,9.0
17206,9.0
17207,4.0
17208,5.0
17209,10.0
17210,12.0
17211,8.0
17212,12.0
17213,8.0
17214,3.0
17215,15.0
17216,2.0
17217,26.0
17218,4.0
17219,11.0
17220,3.0
17221,15.0
17222,10.0
17223,4.0
17224,9.0
17225,8.0
17226,11.0
17227,9.0
17228,19.0
17229,7.0
17230,18.0
17231,9.0
17232,16.0
17233,8.0
17234,16.0
17235,14.0
17236,14.0
17237,15.0
17238,6.0
17239,8.0
17240,7.0
17241,6.0
17242,11.0
17243,12.0
17244,4.0
17245,3.0
17246,18.0
17247,9.0
17248,7.0
17249,19.0
17250,10.0
17251,19.0
17252,15.0
17253,9.0
17254,8.0
17255,15.0
17256,4.0
17257,11.0
17258,31.0
17259,13.0
17260,12.0
17261,5.0
17262,10.0
17263,10.0
17264,9.0
17265,5.0
17266,2.0
17267,10.0
17268,6.0
17269,4.0
17270,7.0
17271,9.0
17272,26.0
17273,12.0
17274,13.0
17275,6.0
17276,24.0
17277,6.0
17278,10.0
17279,15.0
17280,15.0
17281,13.0
17282,7.0
17283,7.0
17284,12.0
17285,12.0
17286,9.0
17287,13.0
17288,9.0
17289,16.0
17290,8.0
17291,13.0
17292,13.0
17293,16.0
17294,6.0
17295,14.0
17296,13.0
17297,15.0
17298,9.0
17299,10.0
17300,7.0
17301,3.0
17302,11.0
17303,10.0
17304,11.0
17305,3.0
17306,12.0
17307,11.0
17308,11.0
17309,19.0
17310,11.0
17311,7.0
17312,15.0
17313,6.0
17314,15.0
17315,22.0
17316,6.0
17317,12.0
17318,5.0
17319,20.0
17320,6.0
17321,15.0
17322,7.0
17323,8.0
17324,11.0
17325,5.0
17326,10.0
17327,8.0
17328,11.0
17329,5.0
17330,4.0
17331,20.0
17332,6.0
17333,8.0
17334,9.0
17335,3.0
17336,6.0
17337,12.0
17338,13.0
17339,11.0
17340,10.0
17341,8.0
17342,7.0
17343,11.0
17344,17.0
17345,10.0
17346,7.0
17347,16.0
17348,10.0
17349,6.0
17350,8.0
17351,5.0
17352,2.0
17353,10.0
17354,9.0
17355,18.0
17356,11.0
17357,9.0
17358,23.0
17359,9.0
17360,11.0
17361,7.0
17362,8.0
17363,13.0
17364,6.0
17365,13.0
17366,2.0
17367,16.0
17368,20.0
17369,11.0
17370,15.0
17371,21.0
17372,6.0
17373,9.0
17374,6.0
17375,16.0
17376,2.0
17377,6.0
17378,13.0
17379,8.0
17380,5.0
17381,2.0
17382,3.0
17383,6.0
17384,4.0
17385,5.0
17386,4.0
17387,6.0
17388,11.0
17389,1.0
17390,13.0
17391,1.0
17392,8.0
17393,13.0
17394,8.0
17395,4.0
17396,9.0
17397,13.0
17398,12.0
17399,1.0
17400,10.0
17401,3.0
17402,8.0
17403,13.0
17404,2.0
17405,5.0
17406,4.0
17407,8.0
17408,7.0
17409,15.0
17410,23.0
17411,33.0
17412,2.0
17413,4.0
17414,25.0
17415,17.0
17416,4.0
17417,11.0
17418,5.0
17419,3.0
17420,19.0
17421,6.0
17422,6.0
17423,27.0
17424,8.0
17425,4.0
17426,7.0
17427,4.0
17428,17.0
17429,12.0
17430,11.0
17431,2.0
17432,5.0
17433,5.0
17434,7.0
17435,3.0
17436,5.0
17437,8.0
17438,11.0
17439,9.0
17440,2.0
17441,9.0
17442,10.0
17443,7.0
17444,3.0
17445,22.0
17446,28.0
17447,13.0
17448,14.0
17449,12.0
17450,24.0
17451,5.0
17452,8.0
17453,4.0
17454,13.0
17455,12.0
17456,23.0
17457,7.0
17458,7.0
17459,13.0
17460,9.0
17461,6.0
17462,25.0
17463,6.0
17464,18.0
17465,10.0
17466,10.0
17467,9.0
17468,12.0
17469,8.0
17470,13.0
17471,13.0
17472,4.0
17473,14.0
17474,17.0
17475,3.0
17476,4.0
17477,4.0
17478,5.0
17479,4.0
17480,9.0
17481,4.0
17482,5.0
17483,11.0
17484,5.0
17485,15.0
17486,3.0
17487,5.0
17488,8.0
17489,5.0
17490,8.0
17491,10.0
17492,11.0
17493,4.0
17494,17.0
17495,4.0
17496,11.0
17497,18.0
17498,9.0
17499,7.0
17500,12.0
17501,7.0
17502,12.0
17503,8.0
17504,6.0
17505,6.0
17506,10.0
17507,3.0
17508,44.0
17509,7.0
17510,11.0
17511,8.0
17512,6.0
17513,6.0
17514,6.0
17515,9.0
17516,23.0
17517,4.0
17518,6.0
17519,5.0
17520,8.0
17521,9.0
17522,9.0
17523,6.0
17524,14.0
17525,8.0
17526,11.0
17527,12.0
17528,7.0
17529,5.0
17530,1.0
17531,4.0
17532,8.0
17533,18.0
17534,13.0
17535,5.0
17536,8.0
17537,5.0
17538,2.0
17539,12.0
17540,3.0
17541,9.0
17542,20.0
17543,19.0
17544,5.0
17545,7.0
17546,10.0
17547,18.0
17548,9.0
17549,13.0
17550,3.0
17551,26.0
17552,19.0
17553,5.0
17554,8.0
17555,12.0
17556,4.0
17557,17.0
17558,6.0
17559,10.0
17560,5.0
17561,3.0
17562,69.0
17563,14.0
17564,9.0
17565,3.0
17566,8.0
17567,5.0
17568,16.0
17569,15.0
17570,7.0
17571,7.0
17572,5.0
17573,11.0
17574,3.0
17575,4.0
17576,7.0
17577,8.0
17578,6.0
17579,12.0
17580,8.0
17581,8.0
17582,4.0
17583,12.0
17584,10.0
17585,8.0
17586,14.0
17587,6.0
17588,4.0
17589,4.0
17590,12.0
17591,16.0
17592,5.0
17593,3.0
17594,3.0
17595,15.0
17596,4.0
17597,8.0
17598,2.0
17599,6.0
17600,9.0
17601,19.0
17602,9.0
17603,5.0
17604,3.0
17605,4.0
17606,9.0
17607,28.0
17608,11.0
17609,8.0
17610,5.0
17611,10.0
17612,3.0
17613,6.0
17614,6.0
17615,16.0
17616,8.0
17617,3.0
17618,1.0
17619,5.0
17620,9.0
17621,7.0
17622,10.0
17623,10.0
17624,13.0
17625,7.0
17626,4.0
17627,4.0
17628,6.0
17629,14.0
17630,3.0
17631,18.0
17632,12.0
17633,16.0
17634,5.0
17635,9.0
17636,3.0
17637,1.0
17638,3.0
17639,2.0
17640,1.0
17641,2.0
17642,1.0
17643,10.0
17644,3.0
17645,9.0
17646,10.0
17647,5.0
17648,9.0
17649,3.0
17650,10.0
17651,4.0
17652,6.0
17653,5.0
17654,4.0
17655,4.0
17656,11.0
17657,13.0
17658,8.0
17659,9.0
17660,13.0
17661,12.0
17662,22.0
17663,15.0
17664,17.0
17665,9.0
17666,14.0
17667,10.0
17668,7.0
17669,6.0
17670,4.0
17671,2.0
17672,24.0
17673,11.0
17674,12.0
17675,11.0
17676,10.0
17677,11.0
17678,5.0
17679,6.0
17680,6.0
17681,8.0
17682,12.0
17683,7.0
17684,8.0
17685,9.0
17686,16.0
17687,10.0
17688,5.0
17689,6.0
17690,10.0
17691,14.0
17692,12.0
17693,5.0
17694,6.0
17695,9.0
17696,15.0
17697,8.0
17698,13.0
17699,3.0
17700,12.0
17701,15.0
17702,11.0
17703,7.0
17704,9.0
17705,5.0
17706,7.0
17707,14.0
17708,14.0
17709,3.0
17710,7.0
17711,13.0
17712,10.0
17713,13.0
17714,17.0
17715,12.0
17716,12.0
17717,7.0
17718,15.0
17719,14.0
17720,10.0
17721,18.0
17722,13.0
17723,16.0
17724,6.0
17725,16.0
17726,15.0
17727,8.0
17728,4.0
17729,7.0
17730,10.0
17731,6.0
17732,7.0
17733,11.0
17734,8.0
17735,9.0
17736,15.0
17737,16.0
17738,8.0
17739,13.0
17740,6.0
17741,11.0
17742,10.0
17743,5.0
17744,9.0
17745,11.0
17746,13.0
17747,10.0
17748,8.0
17749,25.0
17750,9.0
17751,6.0
17752,14.0
17753,7.0
17754,3.0
17755,10.0
17756,10.0
17757,10.0
17758,19.0
17759,12.0
17760,11.0
17761,12.0
17762,13.0
17763,18.0
17764,11.0
17765,7.0
17766,12.0
17767,11.0
17768,8.0
17769,9.0
17770,5.0
17771,10.0
17772,6.0
17773,16.0
17774,11.0
17775,7.0
17776,8.0
17777,3.0
17778,10.0
17779,9.0
17780,8.0
17781,8.0
17782,10.0
17783,14.0
17784,6.0
17785,4.0
17786,11.0
17787,6.0
17788,14.0
17789,9.0
17790,8.0
17791,5.0
17792,14.0
17793,3.0
17794,2.0
17795,7.0
17796,5.0
17797,4.0
17798,4.0
17799,6.0
17800,9.0
17801,16.0
17802,9.0
17803,17.0
17804,5.0
17805,7.0
17806,37.0
17807,4.0
17808,5.0
17809,8.0
17810,4.0
17811,11.0
17812,5.0
17813,17.0
17814,3.0
17815,5.0
17816,8.0
17817,9.0
17818,7.0
17819,9.0
17820,9.0
17821,11.0
17822,8.0
17823,6.0
17824,17.0
17825,15.0
17826,7.0
17827,4.0
17828,2.0
17829,8.0
17830,5.0
17831,14.0
17832,2.0
17833,25.0
17834,5.0
17835,4.0
17836,7.0
17837,1.0
17838,2.0
17839,3.0
17840,10.0
17841,2.0
17842,5.0
17843,9.0
17844,10.0
17845,9.0
17846,10.0
17847,7.0
17848,11.0
17849,3.0
17850,3.0
17851,4.0
17852,8.0
17853,4.0
17854,4.0
17855,1.0
17856,9.0
17857,11.0
17858,3.0
17859,12.0
17860,2.0
17861,19.0
17862,16.0
17863,25.0
17864,9.0
17865,4.0
17866,12.0
17867,6.0
17868,4.0
17869,12.0
17870,4.0
17871,6.0
17872,10.0
17873,2.0
17874,19.0
17875,30.0
17876,18.0
17877,1.0
17878,10.0
17879,16.0
17880,8.0
17881,17.0
17882,8.0
17883,1.0
17884,13.0
17885,3.0
17886,27.0
17887,7.0
17888,14.0
17889,14.0
17890,6.0
17891,5.0
17892,1.0
17893,7.0
17894,6.0
17895,9.0
17896,10.0
17897,8.0
17898,13.0
17899,16.0
17900,10.0
17901,7.0
17902,10.0
17903,5.0
17904,7.0
17905,16.0
17906,11.0
17907,9.0
17908,9.0
17909,7.0
17910,44.0
17911,23.0
17912,6.0
17913,13.0
17914,15.0
17915,15.0
17916,10.0
17917,7.0
17918,9.0
17919,8.0
17920,10.0
17921,5.0
17922,8.0
17923,5.0
17924,8.0
17925,17.0
17926,12.0
17927,15.0
17928,13.0
17929,16.0
17930,8.0
17931,14.0
17932,3.0
17933,4.0
17934,23.0
17935,10.0
17936,6.0
17937,6.0
17938,12.0
17939,10.0
17940,5.0
17941,10.0
17942,13.0
17943,4.0
17944,12.0
17945,11.0
17946,6.0
17947,3.0
17948,6.0
17949,7.0
17950,7.0
17951,5.0
17952,5.0
17953,11.0
17954,4.0
17955,5.0
17956,11.0
17957,10.0
17958,7.0
17959,9.0
17960,8.0
17961,11.0
17962,14.0
17963,6.0
17964,6.0
17965,7.0
17966,5.0
17967,8.0
17968,9.0
17969,5.0
17970,3.0
17971,2.0
17972,6.0
17973,5.0
17974,4.0
17975,20.0
17976,4.0
17977,5.0
17978,6.0
17979,7.0
17980,13.0
17981,7.0
17982,23.0
17983,7.0
17984,10.0
17985,8.0
17986,8.0
17987,5.0
17988,10.0
17989,15.0
17990,8.0
17991,9.0
17992,5.0
17993,10.0
17994,10.0
17995,7.0
17996,15.0
17997,7.0
17998,11.0
17999,9.0
18000,10.0
18001,10.0
18002,16.0
18003,13.0
18004,12.0
18005,4.0
18006,8.0
18007,7.0
18008,5.0
18009,5.0
18010,3.0
18011,6.0
18012,13.0
18013,2.0
18014,7.0
18015,9.0
18016,7.0
18017,9.0
18018,6.0
18019,10.0
18020,7.0
18021,9.0
18022,8.0
18023,8.0
18024,7.0
18025,12.0
18026,8.0
18027,9.0
18028,17.0
18029,11.0
18030,6.0
18031,10.0
18032,16.0
18033,18.0
18034,10.0
18035,7.0
18036,4.0
18037,7.0
18038,16.0
18039,4.0
18040,6.0
18041,9.0
18042,4.0
18043,6.0
18044,8.0
18045,7.0
18046,5.0
18047,11.0
18048,12.0
18049,5.0
18050,5.0
18051,5.0
18052,14.0
18053,14.0
18054,4.0
18055,6.0
18056,4.0
18057,21.0
18058,9.0
18059,5.0
18060,9.0
18061,10.0
18062,10.0
18063,7.0
18064,5.0
18065,1.0
18066,16.0
18067,12.0
18068,9.0
18069,8.0
18070,6.0
18071,3.0
18072,2.0
18073,20.0
18074,17.0
18075,15.0
18076,17.0
18077,16.0
18078,13.0
18079,10.0
18080,7.0
18081,8.0
18082,4.0
18083,9.0
18084,12.0
18085,12.0
18086,6.0
18087,10.0
18088,9.0
18089,6.0
18090,8.0
18091,10.0
18092,9.0
18093,3.0
18094,4.0
18095,3.0
18096,2.0
18097,5.0
18098,13.0
18099,9.0
18100,1.0
18101,4.0
18102,8.0
18103,13.0
18104,6.0
18105,6.0
18106,8.0
18107,10.0
18108,8.0
18109,17.0
18110,10.0
18111,12.0
18112,15.0
18113,13.0
18114,29.0
18115,32.0
18116,11.0
18117,13.0
18118,9.0
18119,3.0
18120,12.0
18121,9.0
18122,9.0
18123,7.0
18124,10.0
18125,5.0
18126,8.0
18127,12.0
18128,16.0
18129,14.0
18130,12.0
18131,7.0
18132,9.0
18133,22.0
18134,9.0
18135,16.0
18136,10.0
18137,14.0
18138,14.0
18139,12.0
18140,13.0
18141,7.0
18142,10.0
18143,5.0
18144,7.0
18145,4.0
18146,17.0
18147,6.0
18148,15.0
18149,20.0
18150,8.0
18151,6.0
18152,26.0
18153,18.0
18154,12.0
18155,15.0
18156,11.0
18157,4.0
18158,1.0
18159,9.0
18160,13.0
18161,7.0
18162,4.0
18163,4.0
18164,33.0
18165,10.0
18166,8.0
18167,5.0
18168,9.0
18169,13.0
18170,17.0
18171,13.0
18172,8.0
18173,16.0
18174,12.0
18175,19.0
18176,18.0
18177,4.0
18178,13.0
18179,8.0
18180,6.0
18181,9.0
18182,7.0
18183,3.0
18184,5.0
18185,5.0
18186,4.0
18187,14.0
18188,8.0
18189,13.0
18190,5.0
18191,13.0
18192,6.0
18193,7.0
18194,10.0
18195,7.0
18196,2.0
18197,10.0
18198,12.0
18199,10.0
18200,21.0
18201,8.0
18202,6.0
18203,24.0
18204,8.0
18205,8.0
18206,27.0
18207,8.0
18208,17.0
18209,19.0
18210,12.0
18211,12.0
18212,10.0
18213,14.0
18214,13.0
18215,7.0
18216,8.0
18217,10.0
18218,6.0
18219,9.0
18220,18.0
18221,5.0
18222,5.0
18223,5.0
18224,9.0
18225,12.0
18226,1.0
18227,11.0
18228,3.0
18229,8.0
18230,4.0
18231,3.0
18232,12.0
18233,5.0
18234,8.0
18235,4.0
18236,5.0
18237,8.0
18238,6.0
18239,8.0
18240,10.0
18241,9.0
18242,4.0
18243,11.0
18244,11.0
18245,5.0
18246,22.0
18247,4.0
18248,6.0
18249,5.0
18250,7.0
18251,9.0
18252,26.0
18253,3.0
18254,6.0
18255,12.0
18256,7.0
18257,9.0
18258,22.0
18259,11.0
18260,18.0
18261,9.0
18262,7.0
18263,13.0
18264,10.0
18265,2.0
18266,8.0
18267,11.0
18268,11.0
18269,9.0
18270,6.0
18271,13.0
18272,5.0
18273,6.0
18274,10.0
18275,15.0
18276,7.0
18277,8.0
18278,9.0
18279,7.0
18280,8.0
18281,8.0
18282,25.0
18283,8.0
18284,11.0
18285,10.0
18286,12.0
18287,16.0
18288,8.0
18289,5.0
18290,16.0
18291,25.0
18292,10.0
18293,3.0
